189,173,298,89,-26
444,361,220,-19,-27
160,289,248,103,-26
358,266,261,18,-27
266,386,206,58,-25
420,195,289,-7,-27
435,315,239,-15,-25
111,314,242,119,-25
130,313,242,116,-25
366,329,228,15,-26
524,319,237,-51,-26
155,229,277,103,-27
549,238,269,-65,-28
