844,485,245,-20
884,579,213,-30
457,291,295,84
498,615,206,71
967,265,302,-56
729,619,204,15
454,604,207,88
262,315,281,134
1109,364,274,-90
379,635,200,104
1077,617,206,-84
966,180,320,-56
969,182,320,-53
730,271,298,11
554,625,199,59
530,396,269,65
1014,582,211,-68
1055,329,283,-76
546,372,272,61
